accelX, accelY, accelZ, magX, magY, magZ, gyroX, gyroY, gyroZ, packetNum
-4353, 5888, -3584, -29952, 1535, 10494, 1024, -16367, 4864, 2014
-4353, 5888, -3584, -29952, 2303, 9982, 1280, -16367, 4864, 2270
-4353, 5888, -3584, -29696, 2303, 9982, 1536, -16367, 5120, 2526
-3841, 6400, -2048, -29696, 1791, 10238, 1792, -16111, 5376, 2782
-3841, 6400, -2048, -30208, 1791, 10238, 2048, -15855, 5632, 3294
-3329, 8704, -768, -30464, 1791, 10238, 2048, -15343, 5888, 3550
-3329, 8704, -768, -30464, 1791, 10238, 2048, -14831, 5888, 3806
-4353, 11264, 513, -30976, 767, 10494, 2048, -14063, 5632, 4318
-4353, 11264, 513, -30976, 767, 10494, 2048, -13551, 5376, 4574
-4353, 11264, 513, -30976, 1279, 10494, 2304, -13295, 5376, 4830
-5377, 11776, -256, -31232, 1279, 10494, 2304, -13039, 4864, 5086
-5377, 11776, -256, -31488, 767, 10750, 2560, 256, 4352, 5598
-6657, 10752, 257, -31488, -2, 10494, 2560, 512, 4096, 5854
-6657, 10752, 257, -31744, -2, 10494, 2304, 512, 3840, 6110
-6657, 10752, 257, -31744, 255, 10494, 2560, 768, 3328, 6366
-6913, 10496, -1024, -31744, 255, 10494, 2304, 768, 3072, 6622
-6913, 10496, -1024, -31744, -258, 11006, 2304, 768, 2816, 6878
-6401, 8704, 513, -31744, -258, 10750, 2048, 256, 2560, 7390
-6401, 8704, 513, -31232, -258, 10750, 2048, -12783, 2304, 7646
-6401, 8704, 513, -31232, -514, 11006, 1536, -13039, 2304, 7902
-4865, 8448, 1793, -31488, -1282, 11006, 1024, -13295, 2048, 8414
-4865, 8448, 1793, -31488, -1282, 11006, 512, -13295, 1792, 8670
-2817, 8704, 1537, -31488, -258, 11006, -13039, -13295, 1792, 9182
-2817, 8704, 1537, -31488, -1538, 11262, -13807, -13551, 1792, 9438
-1793, 8960, 3329, -31744, -1538, 11262, -14575, -13807, 1792, 9694
-1793, 8960, 3329, -31744, -770, 10750, -15087, -13551, 1792, 9950
-1793, 8960, 3329, -31744, -770, 10750, -15855, -14319, 1792, 10206
-1025, 8704, 3329, -31744, -770, 11006, -16623, -14575, 2048, 10462
-1025, 8704, 3329, -31744, -770, 11006, -17135, -15087, 2048, 10718
-1025, 8704, 3329, -31744, -1026, 11006, -17903, -15343, 2048, 10974
-1793, 8960, 2817, -32000, -2, 10494, -18671, -16111, 2304, 11486
-1793, 8960, 2817, -32256, -2, 10494, -18927, -16367, 2560, 11742
-1025, 8192, 1025, -32256, -514, 10750, -19183, -16879, 2816, 11998
-1025, 8192, 1025, -32512, 255, 9982, -19183, -17903, 3072, 12510
-513, 6912, -256, -32512, 255, 9982, -19439, -18159, 3328, 12766
-513, 6912, -256, -32768, 511, 9982, -19183, -18415, 3328, 13278
-1025, 6400, -1024, -32768, 511, 9982, -19183, -18671, 3584, 13534
-1025, 6400, -1024, 32000, 1535, 9214, -18671, -19183, 3072, 14046
-3073, 5376, -1792, 32000, 1535, 9214, -18927, -18927, 2816, 14302
-3073, 5376, -1792, 32000, 1279, 9214, -18927, -18927, 2816, 14558
-3073, 5376, -1792, 31488, 1279, 9214, -18927, -18671, 2560, 14814
-2561, 7424, 513, 30976, 1791, 9214, -19183, -17391, 2048, 15326
-2561, 7424, 513, 30976, 2303, 8702, -19439, -16367, 2048, 15582
-2561, 7680, -256, 30720, 1791, 8702, -19951, -15343, 1792, 16094
-2561, 7680, -256, 30208, 1791, 8702, -19951, -14319, 1792, 16350
-1025, 7168, -1792, 30208, 3071, 8446, -19951, -13295, 1536, 16606
-1025, 7168, -1792, 30464, 3071, 8446, -19951, -12783, 1536, 16862
-1025, 7168, -1792, 30464, 2815, 7934, -19695, -12783, 1536, 17118
-257, 7168, -3072, 30208, 2815, 7934, -19183, 256, 1536, 17374
-257, 7168, -3072, 30208, 3071, 8190, -18671, 768, 1280, 17630
-257, 7168, -3072, 30464, 3071, 8190, -17647, 1536, 1536, 17886
-769, 6656, -5888, 30464, 4351, 7934, -17135, 1536, 2048, 18142
-769, 6656, -5888, 30208, 4351, 7934, -16367, 1280, 2048, 18398
-257, 5376, -7680, 30208, 3071, 8190, -15599, 2048, 2048, 18654
-257, 5376, -7680, 30208, 3071, 8190, -14831, 2048, 2048, 18910
-257, 5376, -7680, 30208, 4095, 7678, -13807, 2048, 2048, 19166
-257, 6912, -7168, 30464, 4095, 7678, -13039, 2048, 2048, 19422
-257, 6912, -7168, 30464, 3583, 8190, 0, 2048, 2304, 19678
-257, 6912, -7168, 30208, 3583, 8190, 512, 2048, 2304, 19934
0, 9728, -4352, 30720, 3583, 7934, 1280, 1792, 2816, 20446
0, 9728, -4352, 30720, 3839, 7934, 1280, 1536, 3328, 20702
256, 11520, 257, 30976, 3071, 8446, 1024, 768, 3840, 21214
256, 11520, 257, 30720, 3071, 8446, 512, 768, 4096, 21470
-513, 11520, 3841, 30720, 3583, 7934, -12783, 1024, 4096, 21726
-513, 11520, 3841, 30720, 3583, 7934, -13551, 1024, 4352, 21982
-513, 11520, 3841, 30720, 3327, 8446, -14063, 256, 4608, 22238
-2561, 10752, 4353, 30720, 3327, 8446, -14831, 512, 4608, 22494
-2561, 10752, 4353, 30976, 2815, 8190, -16623, 1792, 3840, 23006
-4353, 11264, 3841, 30976, 3583, 7934, -17135, 512, 3584, 23262
-4353, 11264, 3841, 30720, 3071, 8190, -18159, -14063, 3072, 23774
-5889, 9216, 2049, 30720, 3071, 8190, -18671, -14063, 3072, 24030
-5889, 9216, 2049, 30720, 3839, 7678, -19183, -13551, 2304, 24286
-5889, 9216, 2049, 30976, 3839, 7678, -19439, -13807, 2304, 24542
-5633, 5120, -768, 30976, 4351, 7934, -19439, -14319, 2048, 24798
-5633, 5120, -768, 30464, 4351, 7934, -19439, -14063, 2048, 25054
-5633, 5120, -768, 30464, 3839, 7678, -19439, -14063, 1536, 25310
-4609, 2816, -2304, 30720, 3839, 7678, -19439, -14063, 1536, 25566
-4609, 2816, -2304, 30720, 5119, 7166, -18927, -14063, 1536, 25822
-4609, 2816, -2304, 30464, 5119, 7166, -18671, -14319, 1536, 26078
-3329, 1536, -4352, 30464, 4863, 7166, -18415, -13551, 1536, 26334
-2049, 1024, -5376, 30208, 5119, 7166, -16879, -13295, 1536, 27102
-2049, 1024, -5376, 30208, 5631, 6910, -16367, -13295, 1536, 27358
-2049, 1024, -5376, 30208, 5631, 6910, -16111, -13039, 1792, 27614
-1793, 1792, -5376, 30208, 5375, 7166, -15599, -13039, 2048, 27870
-1793, 1792, -5376, 30208, 5375, 7166, -15343, 0, 1792, 28126
-1793, 1792, -5376, 30208, 5887, 6654, -14831, 512, 1792, 28382
-2561, 2048, -5120, 30208, 5887, 6654, -14575, 1024, 1792, 28638
-2561, 2048, -5120, 29952, 5631, 7166, -14063, 1536, 1536, 29150
-3585, 2304, -4096, 29952, 5887, 6654, -13807, 1792, 1536, 29406
-3585, 2304, -4096, 30208, 6399, 6654, -13295, 1536, 1536, 29918
-4865, 1536, -3072, 30208, 6399, 6654, -13039, 1280, 1536, 30174
-4865, 1536, -3072, 30208, 5375, 7166, -13039, 1024, 1792, 30430
-4865, 1536, -3072, 30208, 5375, 7166, -13039, 768, 1536, 30686
-6145, 1536, -1536, 30208, 6143, 6910, -13039, 512, 1792, 30942
-6145, 1536, -1536, 30464, 6143, 6910, -13295, 0, 1536, 31198
-6145, 1536, -1536, 30464, 5887, 6910, -13551, -13039, 1536, 31454
-5889, 2304, 1, 30464, 5887, 6910, -13807, -13295, 1280, 31710
-5889, 2304, 1, 30464, 5887, 6654, -14319, -13551, 1024, 31966
-5889, 2304, 1, 30464, 5887, 6654, -15087, -13551, 768, 32222
-3585, 4352, 1537, 30464, 6399, 6654, -15343, -13807, 768, 32478
-3585, 4352, 1537, 30464, 6399, 6654, -16111, -13807, 768, 32734
-3585, 4352, 1537, 30464, 5887, 6654, -16623, -14063, 768, -32546
-1793, 6912, 2305, 29952, 5887, 6654, -17135, -14831, 1024, -32290
-1793, 6912, 2305, 29952, 6655, 6398, -17647, -15599, 1536, -32034
-1793, 6912, 2305, 30464, 6655, 6398, -18159, -15855, 2048, -31778
0, 8448, -1024, 30208, 6143, 6398, -19183, -16879, 3072, -31266
0, 8448, -1024, 30208, 6399, 6398, -19439, -18415, 3840, -31010
-513, 10752, -1280, 30208, 6399, 6398, -19439, -19951, 4608, -30754
-513, 10752, -1280, 29440, 7679, 5886, -19439, -21487, 5632, -30242
1280, 12800, -5120, 29440, 6911, 5886, -19183, -21743, 5888, -29986
1280, 12800, -5120, 28672, 6911, 5886, -18159, -22255, 6400, -29730
1280, 12800, -5120, 28672, 7679, 5118, -17135, -23023, 6656, -29474
3328, 16384, -6912, 28416, 8191, 5374, -15087, -22511, 6912, -28962
4864, 20992, -8192, 27648, 7423, 5118, 0, -21743, 7680, -28450
4864, 20992, -8192, 26624, 7423, 5118, 1280, -21231, 7936, -28194
4864, 20992, -8192, 26624, 8191, 4862, 2560, -20463, 7936, -27938
4608, 23808, -6912, 26112, 8191, 4862, 3584, -19439, 8448, -27682
4608, 23808, -6912, 26112, 7167, 5118, 4864, -18159, 8448, -27426
4608, 23808, -6912, 25088, 7167, 5118, 5632, -17647, 8704, -27170
3584, 24320, -3840, 25088, 7167, 4862, 6656, -16879, 8960, -26914
3584, 24320, -3840, 24832, 7167, 4862, 7424, -16111, 8960, -26658
3584, 24320, -3840, 24832, 6399, 4862, 7936, -15599, 9216, -26402
1024, 25088, -768, 24576, 6399, 4862, 8192, -15087, 9472, -26146
1024, 25088, -768, 23808, 5375, 5374, 9216, -14063, 9472, -25634
256, 24064, 769, 23808, 5375, 5118, 9216, -13807, 9728, -25378
256, 24064, 769, 23808, 5375, 5118, 9472, -13039, 9984, -25122
256, 24064, 769, 23808, 4095, 5630, 9728, -12783, 9984, -24866
-769, 23296, 513, 22784, 4095, 5630, 9728, -12783, 9984, -24610
-769, 23296, 513, 22784, 3839, 5374, 9728, 0, 10240, -24354
-769, 23296, 513, 23296, 3839, 5374, 9216, 0, 9984, -24098
-1537, 24576, 3841, 22528, 3071, 5886, 7936, 0, 9472, -23586
-1537, 24576, 3841, 22528, 1791, 6142, 7168, -12783, 9472, -23330
-1793, 25088, 6145, 22016, 1791, 6142, 6400, -12783, 8960, -23074
-1793, 25088, 6145, 22016, 2047, 6142, 5376, -13039, 8704, -22818
-3585, 25600, 6657, 22272, 767, 6654, 3328, -13295, 8192, -22306
-3585, 25600, 6657, 21248, 767, 6654, 1792, -13551, 7680, -22050
-3585, 25600, 6657, 21248, 511, 6398, 768, -13551, 7424, -21794
-4097, 25856, 6657, 21248, 511, 6398, -13039, -13807, 7424, -21538
-4097, 25856, 6657, 21248, 767, 6142, -13807, -13807, 7168, -21282
-2049, 26368, 2561, 21248, 255, 6398, -15343, -14063, 6912, -20770
-2049, 26368, 2561, 20480, 255, 6398, -15855, -14319, 6400, -20514
-2817, 27392, -512, 20736, 511, 5886, -16367, -14319, 5632, -20002
-2817, 27392, -512, 20736, 255, 6398, -16111, -14319, 5376, -19746
-3585, 26624, -5120, 20224, 511, 5886, -15855, -14575, 4352, -19234
-3585, 26624, -5120, 19968, 511, 5886, -15599, -14575, 4096, -18978
-4609, 23296, -7680, 19968, 1023, 5630, -15087, -14831, 3072, -18466
-4609, 23296, -7680, 19968, 255, 5886, -14575, -15087, 2816, -18210
-4609, 23296, -7680, 19200, 255, 5886, -14319, -15343, 2560, -17954
-4097, 22528, -7424, 19200, 1023, 5630, -14063, -15343, 2048, -17698
-4097, 22528, -7424, 19968, 1023, 5630, -13551, -15343, 1792, -17442
-3585, 21504, -8192, 19200, 255, 5630, -13039, -15087, 1280, -16930
-3585, 21504, -8192, 19200, 511, 5374, 0, -14575, 768, -16674
-3585, 21504, -8192, 18944, 511, 5374, 0, -14319, 512, -16418
-1537, 19456, -6400, 18944, 767, 5630, 512, -13807, 0, -15906
-1537, 19456, -6400, 18944, -258, 5886, 512, -13807, 0, -15650
-1281, 17408, -3840, 18688, -258, 5886, 768, -13807, -13039, -15394
-1281, 17408, -3840, 19200, 255, 5886, 512, -13807, -13295, -14882
-1281, 15872, -2560, 19200, 511, 6142, 768, -14063, -13551, -14626
-1281, 15872, -2560, 18688, 511, 6142, 512, -14063, -13807, -14370
-1281, 15872, -2560, 18688, -258, 5630, 0, -14575, -13807, -14114
-257, 14592, 1, 18432, -258, 5630, 0, -14831, -14063, -13858
-257, 14592, 1, 18432, 511, 5886, -12783, -15087, -14319, -13602
-257, 14592, 1, 18944, 511, 5886, -13295, -15343, -14319, -13346
0, 13568, 2305, 18944, -514, 5886, -13551, -15855, -14575, -13090
0, 13568, 2305, 18176, 255, 5630, -14319, -16367, -14575, -12578
2048, 12032, 4097, 18688, 255, 5630, -14575, -16623, -14319, -12322
2048, 12032, 4097, 18432, -2, 5886, -15343, -16879, -14319, -11810
3584, 10496, 4609, 18432, -258, 5886, -15599, -16879, -14063, -11554
3584, 10496, 4609, 18176, -258, 5886, -15855, -17135, -13807, -11298
3584, 10496, 4609, 18176, 511, 5630, -16367, -16879, -13807, -11042
4096, 8704, 5633, 18432, -2, 5630, -16879, -16879, -13551, -10530
4096, 8704, 5633, 18176, -2, 5630, -16879, -16879, -13551, -10274
4352, 7424, 4609, 18176, 255, 5630, -17135, -16623, -13295, -10018
4352, 7424, 4609, 17664, 255, 5630, -17135, -16367, -13551, -9762
4352, 7424, 4609, 17664, 1023, 5630, -17135, -16111, -13295, -9506
5888, 7424, 3329, 17664, 511, 5886, -16879, -15343, -13039, -8994
5888, 7424, 3329, 17664, 511, 5886, -16623, -14831, -13039, -8738
6144, 8192, 2305, 17664, 1535, 5630, -16367, -14319, -12783, -8482
6144, 8192, 2305, 17920, 1535, 5630, -16111, -13807, 0, -8226
6144, 8192, 2305, 17920, 1535, 5886, -15855, -13039, 256, -7970
6656, 7680, 513, 17408, 1535, 5886, -15599, 0, 512, -7714
6656, 7680, 513, 17664, 1535, 5630, -14831, 768, 1280, -7202
6912, 8448, 2049, 17664, 2047, 5630, -14575, 1280, 1792, -6946
6912, 8448, 2049, 17920, 2047, 5630, -14319, 1792, 2304, -6690
6912, 8448, 2049, 17920, 1535, 5886, -14063, 2304, 2816, -6434
6656, 8448, 1025, 17664, 1535, 5886, -13807, 2816, 3328, -6178
6656, 8448, 1025, 17664, 2047, 5886, -13551, 3072, 3840, -5922
6656, 8448, 1025, 18176, 2047, 5886, -13295, 3584, 4352, -5666
5888, 8192, -256, 18176, 2047, 6142, -12783, 4096, 4864, -5410
5888, 8192, -256, 17920, 2047, 6142, -13039, 4352, 5376, -5154
5888, 8192, -256, 17920, 2047, 5886, 0, 4352, 5632, -4898
3328, 6912, 257, 18176, 2047, 5886, 512, 4352, 5888, -4642
3328, 6912, 257, 18432, 2047, 6142, 1536, 4096, 6400, -4130
768, 5888, -2560, 18432, 1023, 6654, 2048, 3584, 6400, -3874
768, 5888, -2560, 18176, 1023, 6654, 2560, 3584, 6656, -3618
768, 5888, -2560, 18176, 1791, 6654, 3328, 3328, 6912, -3362
0, 5632, -4352, 18688, 1279, 7166, 4352, 3072, 6912, -2850
0, 5632, -4352, 18688, 1279, 7166, 5120, 3072, 6912, -2594
-2049, 4864, -1024, 18432, 511, 7166, 5888, 3328, 6656, -2082
-2049, 4864, -1024, 18432, 767, 7422, 5888, 3328, 6400, -1826
-3073, 2816, 257, 18688, 767, 7422, 6144, 3840, 6144, -1570
-3073, 2816, 257, 18688, -258, 8190, 6400, 3840, 5888, -1314
-3073, 2816, 257, 18432, -258, 8190, 6400, 4096, 5632, -1058
-4353, 1792, 769, 18432, -258, 7934, 6656, 4352, 5632, -802
-4353, 1792, 769, 19200, -258, 7934, 6656, 4608, 5376, -546
-4353, 1792, 769, 19200, -770, 8446, 6400, 4608, 5120, -290
-5633, 768, 2049, 18944, -770, 8446, 6144, 4608, 5120, -34
-5633, 768, 2049, 18944, -1538, 8446, 6144, 4608, 5120, 223
-7425, 256, 1537, 19456, -1282, 8702, 5632, 4864, 4608, 735
-7425, 256, 1537, 19456, -1282, 8702, 5376, 4352, 4352, 991
-7425, 256, 1537, 19456, -2306, 9214, 5120, 4352, 4352, 1247
-7937, 256, 1537, 19456, -2306, 9214, 4864, 3584, 3840, 1759
-7937, 256, 1537, 19712, -2306, 9214, 4864, 3328, 3840, 2015
-8449, 768, 513, 19712, -2306, 9726, 4864, 3072, 3328, 2271
-8449, 768, 513, 19968, -2306, 9726, 4608, 2816, 3328, 2527
-8193, -1, 1, 19968, -3330, 9982, 4608, 2560, 2560, 3039
-8193, -1, 1, 19968, -3074, 10238, 4608, 2560, 2048, 3295
-8193, -1, 1, 20224, -3074, 10238, 4608, 2304, 1536, 3551
-7937, -1537, 1, 20224, -4098, 10494, 4352, 2048, 1280, 3807
-7937, -1537, 1, 19968, -4098, 10494, 4352, 2048, 512, 4063
-7937, -1537, 1, 19968, -3842, 10494, 4352, 1792, 256, 4319
-7937, -4353, 257, 20480, -3842, 10494, 4352, 1536, -12783, 4575
-7937, -4353, 257, 20480, -3842, 10750, 4608, 1024, -13295, 4831
-7937, -4353, 257, 20480, -3842, 10750, 4352, 512, -13807, 5087
-7681, -5633, 769, 20480, -4610, 11006, 4352, 0, -14319, 5343
-7681, -5633, 769, 20736, -4610, 11006, 4352, -12783, -14831, 5599
-7681, -5633, 769, 20736, -4098, 11262, 4352, -13551, -15343, 5855
-6657, -4865, 1281, 20736, -4098, 11262, 4096, -13807, -15599, 6111
-6657, -4865, 1281, 20736, -4866, 12030, 3840, -14575, -16111, 6367
-6657, -4865, 1281, 20736, -4866, 12030, 3584, -15087, -16367, 6623
-6145, -5377, 1025, 20736, -4866, 11262, 3072, -15855, -16623, 6879
-6145, -5377, 1025, 20736, -4866, 11262, 2816, -16367, -16623, 7135
-6145, -5377, 1025, 20736, -4610, 11518, 2304, -17135, -16879, 7391
-5121, -6913, 769, 20992, -4610, 11518, 2304, -17647, -16879, 7647
-5121, -6913, 769, 20992, -5634, 11774, 2048, -18415, -16879, 7903
-5121, -6913, 769, 20736, -5634, 11774, 2304, -18927, -16879, 8159
-4353, -9473, 769, 20736, -5122, 11262, 2048, -19439, -16879, 8671
-4353, -9473, 769, 20736, -5122, 11774, 2560, -19695, -17135, 8927
-2561, -12289, 257, 20224, -5122, 11774, 2560, -19695, -16879, 9183
-2561, -12289, 257, 20224, -5378, 12030, 2816, -19439, -17135, 9439
-2561, -12289, 257, 19968, -5378, 12030, 2816, -19183, -17135, 9695
-1025, -15361, 257, 19968, -4866, 11774, 3072, -18927, -17135, 9951
-1025, -15361, 257, 20224, -4866, 11774, 3584, -18671, -17135, 10207
-1025, -15361, 257, 20224, -5890, 12030, 3584, -18671, -17135, 10463
0, -17153, 257, 19712, -5890, 12030, 4096, -18159, -16879, 10719
0, -17153, 257, 19712, -5378, 11774, 4096, -17903, -16623, 10975
0, -17153, 257, 19712, -5378, 11774, 4352, -17391, -16623, 11231
512, -18689, 1793, 19712, -5890, 12030, 4608, -16367, -16367, 11743
512, -18689, 1793, 19712, -6402, 12286, 4608, -15855, -16111, 11999
512, -20481, 2305, 19712, -6402, 12286, 4608, -15343, -16111, 12255
512, -20481, 2305, 19712, -6146, 12286, 4608, -14831, -16111, 12511
512, -20481, 2305, 19712, -6146, 12286, 4608, -14319, -15855, 12767
1280, -22273, 2305, 19456, -6658, 12542, 4352, -13807, -15855, 13279
1536, -20993, 3585, 19456, -6402, 12286, 3840, -13807, -15855, 13535
1536, -20993, 3585, 20224, -7170, 12798, 3072, -13295, -15855, 14047
1536, -23809, 4865, 19456, -7170, 12798, 3072, -13039, -15855, 14303
1536, -23809, 4865, 19456, -7170, 12798, 3328, -13039, -15855, 14559
3072, -30721, 2049, 19968, -6914, 12798, 3840, -13551, -15087, 15071
3072, -30721, 2049, 19968, -6914, 12798, 3840, -14063, -14831, 15327
3072, -30721, 2049, 19968, -8194, 13054, 3840, -13807, -14319, 15583
5376, -28417, 1537, 19712, -7682, 13054, 3328, -13295, -13551, 16095
5376, -28417, 1537, 20480, -7682, 13054, 2816, -13295, -13039, 16351
6656, -27393, 5377, 20480, -7938, 13566, 2304, -13807, 256, 16607
6656, -27393, 5377, 19968, -7938, 13566, 1792, -14063, 1024, 16863
6656, -27393, 5377, 19968, -8194, 13566, 768, -14319, 1536, 17119
6912, -26881, 9473, 19968, -8194, 13566, 0, -14575, 2048, 17375
6912, -26881, 9473, 19968, -7682, 13310, -13807, -15087, 2560, 17631
4864, -25601, 7937, 19968, -8706, 13566, -15599, -15087, 3584, 18143
4864, -25601, 7937, 19456, -8706, 13566, -16111, -15087, 3840, 18399
4864, -25601, 7937, 19456, -7938, 13054, -15855, -15343, 4352, 18655
3328, -28929, 3841, 19456, -7938, 13054, -15599, -15855, 4608, 18911
3328, -28929, 3841, 19456, -7682, 13310, -15343, -16623, 5120, 19167
3328, -28929, 3841, 19456, -7682, 13310, -14831, -16879, 5120, 19423
3072, -26113, -256, 19456, -8194, 13310, -14319, -16879, 5376, 19679
3072, -26113, -256, 18688, -8194, 13310, -13807, -16879, 5376, 19935
3072, -26113, -256, 18688, -7938, 13054, -13039, -16367, 5376, 20191
2304, -23297, -4096, 18688, -7938, 13054, 512, -16111, 5376, 20447
2304, -23297, -4096, 18688, -8450, 13310, 1024, -16111, 5120, 20703
0, -18433, -1024, 18176, -8450, 13054, 1792, -16367, 4608, 21215
0, -18433, -1024, 17664, -8450, 13054, 2048, -16111, 4352, 21471
0, -18433, -1024, 17664, -8962, 13054, 2304, -16111, 3840, 21727
-2049, -18177, 4097, 17408, -8962, 13054, 2560, -15855, 3584, 21983
-2049, -18177, 4097, 17408, -9218, 13566, 2816, -15855, 3328, 22239
-1793, -16385, 6145, 17152, -8706, 13054, 2048, -15087, 2560, 22751
-1793, -16385, 6145, 16896, -8706, 13054, 1536, -14575, 2304, 23007
-1793, -16385, 6145, 16896, -9730, 13310, 512, -14319, 2048, 23263
-1537, -12801, 7937, 16640, -9474, 13054, -13807, -13551, 1536, 23775
-1537, -12801, 7937, 16384, -9474, 13054, -14575, -13295, 1280, 24031
-2049, -9473, 9217, 16384, -9218, 13054, -15343, -13295, 1024, 24287
-2049, -9473, 9217, 16640, -9218, 13054, -16367, -13551, 768, 24543
-2817, -8193, 7681, 16384, -9986, 13310, -18159, -13807, 0, 25055
-2817, -8193, 7681, 16384, -8962, 12542, -18671, -14063, -13039, 25311
-2817, -8193, 7681, 16640, -8962, 12542, -19183, -14063, -13295, 25567
-3329, -7169, 3841, 16384, -9218, 12798, -19439, -15087, -14063, 26079
-3841, -7169, 2049, 16384, -8962, 12542, -18415, -16623, -14575, 26591
-3841, -7169, 2049, 16384, -8194, 12030, -18159, -17135, -15087, 26847
-3585, -5121, 257, 16384, -8962, 12030, -17391, -17903, -16111, 27359
-3585, -5121, 257, 16128, -8962, 12030, -17135, -18159, -16367, 27615
-3585, -5121, 257, 16128, -7170, 11518, -16879, -18159, -16623, 27871
-1793, -3585, -512, 16128, -7170, 11518, -16623, -18671, -16879, 28127
-1793, -3585, -512, 16128, -7682, 11774, -16367, -18927, -17391, 28383
-1281, -3329, 1281, 15872, -7682, 11262, -15855, -19695, -17903, 28895
-1281, -3329, 1281, 15616, -7682, 11262, -15343, -19951, -17903, 29151
-1281, -3329, 1281, 15616, -6914, 11006, -15087, -19951, -17647, 29407
1280, -3329, 2305, 15616, -6914, 11006, -14575, -19951, -17647, 29663
1280, -3329, 2305, 15616, -7938, 11006, -14575, -19695, -17391, 29919
1280, -3329, 2305, 14848, -7938, 11006, -14575, -19439, -17391, 30175
3840, -1025, 6657, 14848, -7170, 10750, -15343, -18415, -16879, 30687
3840, -1025, 6657, 14848, -7170, 10750, -15855, -17903, -16623, 30943
2304, 256, 10241, 15104, -7426, 10494, -17391, -17135, -15855, 31455
2304, 256, 10241, 14592, -7426, 10494, -18159, -16879, -15855, 31711
1792, 1024, 13313, 14592, -6146, 9982, -18927, -16623, -15599, 31967
1792, 1024, 13313, 14848, -6914, 10238, -20463, -15599, -15343, 32479
2048, 1280, 10497, 14336, -6914, 10238, -20975, -15343, -15343, 32735
2560, 2816, 5377, 14848, -5634, 9470, -21999, -14063, -15599, -32033
2560, 2816, 5377, 14336, -5634, 9470, -21999, -13807, -15599, -31777
2560, 2816, 5377, 14336, -5378, 9214, -21999, -14063, -15599, -31521
3328, 3584, 1281, 14336, -4354, 8446, -21743, -14575, -15855, -31009
3328, 3584, 1281, 14848, -4354, 8446, -21487, -15087, -15599, -30753
3072, 5120, -1280, 14848, -4354, 8702, -21231, -15343, -15855, -30497
